"SourcePath","Category","RegionUsage","AdapterPrefab","LicenseNote","Approved"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Bur background/Background Grass field blur.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Bur background/Background trees blur.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Bur background/Leafs blur.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Bur background/Tilable background trees blur 2.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Bur background/Tilable background trees blur.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/coral.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/elements.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Flowers.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Gradient.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/grass field.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Leafs.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/plants.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Plants2.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Stone thorns.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Stones and stump.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/SunLight.png","VFX","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Tilable background trees 2.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Tilable background trees.png","Background","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Ver 1.5/Ark.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Ver 1.5/Bridge.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Ver 1.5/footpath.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Ver 1.5/Leafs Shape Fill.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Ver 1.5/Leafs Shape Side.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Ver 1.5/Monolith with tree.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Ver 1.5/Roots.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Wox grass fill.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Spring forest/Sprites/Wox grass sides.png","Prop","Bridge|Sun","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Background Blur ver/Fishs blur.png","Background","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Background Blur ver/Underwater background b blur.png","Background","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Background Blur ver/Underwater background blur.png","Background","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Background Blur ver/Underwater background c blur.png","Background","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Bubble particle.png","VFX","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Coral fill.png","Prop","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Coral side.png","Prop","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Fishs.png","Prop","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Ground elements.png","Terrain","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Seaweed.png","Prop","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Spikes.png","Prop","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Square.png","Prop","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater background b.png","Background","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater background c.png","Background","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater background gradient.png","Background","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater background.png","Background","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater gradient.png","Prop","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater ground fill.png","Terrain","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater ground shape.png","Terrain","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater lights.png","VFX","Palace","","Imported source; original protected; license record retained with project owner","False"
"Assets/2D Fantasy sprite bundle/Underwater area pack/Sprites/Underwater rocks.png","Prop","Palace","","Imported source; original protected; license record retained with project owner","False"
